lyric,genre
"  Talvez isso seja amar Por desculpar seus erros Sabendo vai errar de novo Quem sou eu pra poder te cobrar Olha, eu sei que não sou santo Já te fiz perder o sono Às vezes, quantas vezes Eu te perdoo até perder as contas Amor assim a gente não encontra E quando o dia chegar vai ver Eu troco tudo pra ficar com você Sem nenhum problema Será que vale a pena, hein? Nossos defeitos se apaixonaram É tudo simples, não tem nada errado Eu quero ser tudo que você sonha Amor assim a gente não encontra Amor assim a gente não encontra ",sertanejo
"  O exílio já passou A canção tem que voltar O Deus que restaurou a sorte de Sião Agora com você está Descortine o seu olhar E deixe o mundo perceber Que a sua alegria não é fantasia É um novo dia, Deus é com você O seu choro já soou Como um deserto árido de dor Mas ele invadido foi Por ondas de amor até que se tornou Jardim fechado do Senhor Deixa ele passear no seu interior Abre as janelas da alma pra ver As coisas que Deus preparou pra você Ninguém viu, nem ouviu, é inédito Você precisa crer Se suas lágrimas molham o chão Comece a cantar a canção de Sião Aleluia, aleluia! Volte a ficar como quem sonha outra vez Aleluia, volte a sonhar Aleluia, volte a sonhar Aleluia, volte a sonhar Aleluia, volte a sonhar ",gospel
"  Tudo bem que a gente brigou outra vez Então não vem me culpar pelo que você fez Vou ficar nesse carro rodando a cidade Esperando seu volta pra mim por mensagem . Pode ser que eu estacione em algum lugar Toda briga o remédio pra cura é o bar Se eu beber eu sei que a coisa vai piorar Já to vendo eu ligando só pra te falar Tudo bem, vamos ficar de boa em paz Você que errou, mas assumo o erro por nós Tô no posto comprando pipoca, chocolate Tudo que eu sei que cê gosta Acho um filme aí no Netflix Que cinco minutos eu tô na sua porta E a gente faz, amor demais E o que era raiva vira paz Não vamos mais falar em despedida Afinal… não existe amor sem briga ",sertanejo
"  Intro: G7/13     Dm      G7               Db7+     C/Db Eu acho engraçado quando um certo alguém       Db7/9 Se aproxima de mim   A5-/7/9      Abm7           Bb7/9+ Ebm C7/9- Trazendo exuberância que me extasia       Fm    Cm7/9         Fm        Cm7/9 Meus olhos sentem, minhas mãos transpiram       Fm                G5+/7           Cm     G7      Cm É um amor que guardo há muito dentro em mim, dentro em mim               F7/9-  Bbm7 Eb7/9- Abm7  Am7  A5+/7 E é a voz do coração que canta assim, assim  Dm     G7                   C7+ Olha, somente um dia longe dos teus olhos  Bm5-/7     E7/9-                Am Trouxe a saudade de um amor tão perto             F#m5-/7      B7      Em   A4/7 A5+/7 E o mundo inteiro fez-se tão tristonho C/D  D7/9 Dm     G7     C7+   F7/9 Mas embora agora eu te tenha perto B7/9+    E7/9-    Am      D7/9 Eu acho graça do meu pensamento F#5+/7  B7/9-              Abm7 A conduzir o nosso amor discreto C7/9- F7+    F#m5-/7       B7/9- E7+ Sim, amor discreto pra uma só pessoa Em5-/7       A5+/7        E7+      Dm Pois nem de leve sabes que eu te quero       Bb7          Db7/9  C7+  E me apraz essa ilusão à toa ",bossa_nova
"  Como é que pode, a gente ser menino Ter sua coragem, traçar seu destino Sem pular o muro, trepar no coqueiro Ir no quarto escuro, mãe Me mete medo, mãe Me mete medo, mãe Me mete medo O bicho te pega, boi da cara preta Deus te castiga, medo de careta Boi da cara preta, mãe Me mete medo, mãe Me mete medo, mãe Me mete medo Mas atravesse o escuro sem medo Atravesse o escuro sem medo Atravesse o escuro sem medo De repente a gente começa a crescer Quer uma mulher que não pode ser O pai quer matar, a mãe quer morrer Não dá pra ganhar, não dá pra perder Não dá A mulher se joga do alto do edificio Porque o mais fácil fica o mais dificil Fica o mais dificil Mas atravesse a vida sem medo Atravesse a vida sem medo Atravesse a vida sem medo O perigo existe, faz parte do jogo Mas não fique triste, que viver é fogo Veja se resiste, comece de novo Comece de novo, comece de novo Ao cruzar a rua você está arriscando Pode estar na lua, pode estar amando Passa um caminhão, cruza uma perua O cara tá na dele, você tá na sua Você tá na sua, você tá na sua Mas atravesse a rua sem medo Atravesse a rua sem medo Atravesse a rua sem medo Chega um belo dia de qualquer semana Alguém bate na porta, é um telegrama Ela está chamando, é um telegrama Ela está chamando, pra uns ela vem cedo Pra outros vem tarde É que cedo ou tarde, ela vem de repente Chega pro covarde, chega pro valente Só tem que ninguém gosta de ir na frente Gosta de ir na frente Gosta de ir na frente Gosta de ir na frente Mas atravesse a morte sem medo Atravesse a morte sem medo Atravesse a morte sem medo ",bossa_nova
"  Olha, tem princesa muito impressionada Caiu na lábia, jogo de palavras O olho dela brilha quando a Hóhô passa De duas rodas, quatro é da Itália Aquela vermelha com as roda cromada Caramelo, onde vai a bunda da gata E os enjoados? E os enjoados pensam que são enjoados, mas Original hein Tô pra dizer que os 4M existe E os revoltados pensam que são revoltados, mas Ninguém é melhor que ninguém, se ligue Tua proposta não me abala, gata Nem me conhece, já tá apaixonada Tô escondidinho dentro da caixa Me fiz de presa mas eu sou a caça E sabe a tal da princesa? Eu não quero mais nada não E sabe a tal da princesa? Não quero nem de graça Não quero, tô firmão Olha, tem princesa muito impressionada Caiu na lábia, jogo de palavras O olho dela brilha quando a Hóhô passa De duas rodas, quatro é da Itália Aquela vermelha com as roda cromada Caramelo, onde vai a bunda da gata E os enjoados? E os enjoados pensam que são enjoados, mas Original hein Tô pra dizer que os 4M existe E os recalcados pagam de emocionados, mas Ninguém é melhor que ninguém, se ligue Sua proposta não me abala, gata Nem me conhece, já tá apaixonada Tô escondidinho dentro da caixa Me fiz de presa mas eu sou a caça E sabe a tal da princesa? Eu não quero mais nada não E sabe a tal da princesa? Não quero nem de graça Não quero, tô firmão ",funk
"  This is just a little samba, Built upon a single note Other notes are bound to follow, But the root is still that note Now this new one is the consequence, Of the one we've just been through As i'm bound to be the unavoidable consequence of you There's so many people who can talk And talk and talk and just say nothing, Or nearly nothing I have used up all the scale i know, and at the end i've come to nothing, Or nearly nothing So i come back to my first note, As i must come back to you I will pour into that one note, All the love i feel for you Anyone who wants the whole show, Re mi fa sol la si do He will find himself with no show, Better play the note you know ",bossa_nova
"  Essa é uma velha história De uma flor e um beija-flor Que conheceram o amor Numa noite fria de outono E as folhas caídas no chão Da estação que não tem cor E a flor conhece o beija-flor E ele lhe apresenta o amor E diz que o frio é uma fase ruim Que ela era a flor mais linda do jardim E a única que suportou Merece conhecer o amor e todo seu calor Ai, que saudade de um beija-flor Que me beijou, depois voou Pra longe demais Pra longe de nós Saudade de um beija-flor Lembranças de um antigo amor O dia amanheceu tão lindo Eu durmo e acordo sorrindo Essa é uma velha história De uma flor e um beija-flor Que conheceram o amor Numa noite fria de outono E as folhas caídas no chão Da estação que não tem cor E a flor conhece o beija-flor E ele lhe apresenta o amor E diz que o frio é uma fase ruim Que ela era a flor mais linda do jardim E a única que suportou Merece conhecer o amor e todo seu calor Ai, que saudade de um beija-flor Que me beijou, depois voou Pra longe demais Pra longe de nós Saudade de um beija-flor Lembranças de um antigo amor O dia amanheceu tão lindo Eu durmo e acordo sorrindo O dia amanheceu tão lindo Eu durmo e acordo sorrindo ",sertanejo
"  Se até jesus chorou Então porque que eu Não vou deixar rolar lagrímas E se algo me emocionou Não adianta eu, tentar me controlar que ela cai x2 Lagrímas Rolam em meu rosto Sem eu permitir , sem eu permitir Ela cai Desce no meu peito com uma direção Que é meu coração Quanto sofrimento eu vejo na favela Muitos  presos E outros rodiados de velas Mães desesperadas gritando nas ruas Liberta meu filho moço para viatura Na troca de tiros morre inocentes A midia esquece Mais nunca tiram da mente Sempre orgulhoso nunca quis chorar Mais agora não da mais pra aguentar Vendo todos sofrendo Na escuridão do lado Doí demais Num grito de tristeza Eu vou desabafar Não da mais ",funk
"  O sol, a lua, estrelas e o mar Nada se compara Ante a tua formosura Os homens, os reinos, principados e potestades Se prostram Ante a tua majestade Porque dele, por ele,  para ele, são todas as coisas Porque dele, por ele, para ele, são todas as coisas Só me resta te adorar, te adorar Eu só quero te adorar, te adorar Eu nasci pra te adorar, te adorar Eu nasci pra te adorar, te adorar E dizer que te amo, te amo, te amo E dizer que te amo, te amo, te amo O sol, a lua, estrelas e o mar Nada se compara Ante a sua formosura Os homens, os reinos, principados e potestades Se prostram Ante a tua Majestade Porque dele, por ele, para ele, são todas as coisas Porque dele, por ele, para ele, são todas as coisas Só me resta te adorar, te adorar Eu só quero te adorar, te adorar Eu nasci pra te adorar, te adorar Eu nasci pra te adorar, te adorar E dizer que te amo, te amo, te amo E dizer que te amo, te amo, te amo Te amo, Te amo, Te  amo ",gospel
"  Je suis une poupée de cire Une poupée de son Mon cœur est gravé dans mes chansons Poupée de cire, poupée de son Suis-je meilleure, suis-je pire Qu'une poupée de salon Je vois la vie en rose bonbon Poupée de cire, poupée de son Mes disques sont un miroir Dans lequel chacun peut me voir Je suis partout à la fois Brisée en mille éclats de voix Autour de moi j'entends rire Les poupées de chiffon Celles qui dansent sur mes chansons Poupée de cire, poupée de son Elles se laissent séduire Pour un oui pour un nom L'amour n'est pas que dans les chansons Poupée de cire, poupée de son Mes disques ont un miroir Dans lequel chacun peut me voir Je suis partout à la fois Brisée en mille éclats de voix Seule parfois je soupire Je me dis à quoi bon Chanter ainsi l'amour sans raison Sans rien connaître des garçons Je n'suis qu'une poupée de cire Qu'une poupée de son Sous le soleil de mes cheveux blonds Poupée de cire, poupée de son Mais un jour je vivrai mes chansons Poupée de cire, poupée de son Sans craindre la chaleur des garçons Poupée de cire, poupée de son ",bossa_nova
"  Vai, segue o caminho  Encontrarás meu rosto triste  Em todas as estradas  Os velhos caminhos  Desertos e sem fim  Que seguem sozinhos  Sem vida e sem amor  E que te querem levar  De mim  Ouvirás na voz do vento  Meu constante adeus  E meu coração batendo  Num mesmo passo dos teus  Vai, segue o caminho  Encontrarás em toda parte  A minha grande mágoa  A mágoa das horas  Tão desesperada  Das noites e auroras  Ao longo das estradas  Velhos caminhos  Que não tem fim  Ouvirás a voz do vento  Meu constante adeus  E meu coração batendo  Num mesmo passo dos teus  Vai, segue o caminho  Encontrarás meu rosto triste  Em todas as estradas  Estradas de sol  Varridas pelo vento  Cobertas de estrelas  Em pleno firmamento  E que trazem de volta  A mim ",bossa_nova
"  1994, eu iniciei a minha jornada no momento exato Quer saber de mim não desvia Transformo essa canção na minha biografia Pega um papel e a caneta pra anotar Pra bico eu faço bico e tiro foto no meu celular Chama de feia, mas estouro nos likes Será que é engano sou Mc Tati Zaqui Cuido do que tenho e tudo que conquistei Prezo por todas pessoas e o espaço que eu ganhei Não compro letras, tenho as próprias expressões Com a minha própria mente atinjo vários corações E olha, digo que nada e fácil Mas nada é maior que meu esforço e tudo que eu faço Aquariana de Fevereiro Nasci dia 18 com a força de um guerreiro Visto o que eu quiser e canto o que me faz bem Música é gosto e estilo,ahhh é pra quem tem Se eu tô Swag ou se eu tô chave Se eu quiser eu meto o dread junto com Boti da Nike Eu sou guiada por Deus E pela minha fé Se ele tá comigo, você quem é? Eu canto o que eu quiser Comigo quem vier E contra quem puder E contra quem puder 1994, eu iniciei a minha jornada no momento exato Quer saber de mim? Não devia Transformo essa canção na minha biografia Pega um papel e a caneta pra anotar Pra bico eu faço bico e tiro foto no meu celular Chama de feia mas estouro nos likes Será que é engano sou Mc Tati Zaqui Cuido do que tenho e tudo que conquistei Prezo por todas pessoas e o espaço que eu ganhei Não compro letras, tenho as próprias expressões Com a minha própria mente atinjo vários corações E olha, digo que nada é fácil Mas nada é maior que meu esforço e tudo que eu faço Aquariana de Fevereiro Nasci dia 18 com a força de um guerreiro Visto o que eu quiser e canto o que me faz bem Música é gosto e estilo,ahhh é pra quem tem Se eu tô Swag, ou se eu tô chave Se eu quiser eu meto o dread junto com Boti da Nike Eu sou guiada por Deus E pela minha fé Se ele tá comigo, você quem é? Eu canto o que eu quiser Comigo quem vier E contra quem puder E contra quem puder ",funk
"  Para pra pensar Porque eu já me toquei Eu te escolhi Você me escolheu, eu sei Tá escancarado Vai negar pro coração Que você tá com sintomas de paixão Que é quando os olhos se caçam Em meio à multidão É quando a gente se esbarra Andando em qualquer direção Quando indiscretamente A gente vai perdendo o chão Vai ficando bobo Vai ficando bobo E aí já era É hora de se entregar O amor não espera Só deixa o tempo passar E fica pro coração A missão de avisar E o meu tá dando sinal E tá querendo te amar Na, na, na, na, na Para pra pensar Porque eu já me toquei Eu te escolhi Você me escolheu, eu sei Tá escancarado Vai negar pro coração Que você tá com sintomas de paixão Que é quando os olhos se caçam Em meio à multidão É quando a gente se esbarra Andando em qualquer direção Quando indiscretamente A gente vai perdendo o chão Vai ficando bobo Vai ficando bobo E aí já era É hora de se entregar O amor não espera Só deixa o tempo passar E fica pro coração A missão de avisar E o meu tá dando sinal E tá querendo te amar Yeah, yeah E o meu tá dando sinal E tá querendo te amar E tá querendo te amar E tá querendo te amar Yeah, yeah ",sertanejo
"  Ela instiga Bota a sainha quando vai passar E que sainha! Mostra essa poupa, pra que não mostrar? E que delícia! Essa menina eu vou apelidar Tana, Tana, Tanaju Tanajura, Tanajura Tanajura, Tanajura Tô pra ver alguma coisa maior que Maior que, maior que, maior que a tua bunda Tanajura, Tanajura Tanajura, Tanajura Tô pra ver alguma coisa maior que Maior que a, maior que a, maior que a tua bunda ",funk
"  Se você quer meu bem: vem, vem, vem! Se você quer meu mal: tchau, tchau, tchau! Eu sei que você quer e eu quero também Então deixa de bobeira, pois amor a gente tem Não banque essa pose de uma lady abandonada Sou sua salvação quando chega a madrugada Se você quer meu bem: vem, vem, vem! Se você quer meu mal: tchau, tchau, tchau! Não venha pra balada com quem tem nada a ver Se não eu beijo mesmo e você vai se doer Depois não adianta vir chorar arrependida Porque eu já me cansei de ficar só com bandida Se você quer meu bem: vem, vem, vem! Se você quer meu mal: tchau, tchau, tchau! ",sertanejo
"  Eu tentava me desculpar com você Mas você não me dava atenção Fiz de tudo pra recuperar, não perder Mas não deu chance pro coração E agora que eu tô no meu progresso Fica infernizando querendo voltar Seu orgulho que falou primeiro Agora meu orgulho que quer gritar Que se pá vou seguir no meu caminho Que se pá vou cair pra dentro do problema Se pá vou seguir no meu caminho Que se pá vou cair tá, tá Tô solteiro, tô pegando Uma loira, uma ruiva, uma morena Tô solteiro, tô pegando, hmmm Que se pá vou seguir no meu caminho Que se pá vou cair pra dentro do problema Se pá vou seguir no meu caminho Que se pá vou cair tá,tá Tô solteiro, tô pegando Uma loira, uma ruiva, uma morena Tô solteiro, tô pegando huuumm ",funk
"  Eu vejo a nuvem e entro nela Eu quero ver Tua glória como viu Moisés Relances de luz, sons de trovão Mas não tenho medo, não tenho medo Mostra-me Tua glória (4x) Tua beleza me encanta Me perco em Teus olhos Eu quero andar na presença, como andou Jesus Tua glória me envolve, estou coberto Mas não tenho medo, não tenho medo Mostra-me Tua glória (4x) Eu quero olhar na face dAquele que eu amo, E ficar na presença, é o meu lugar (3x) Eu pertenço a Ti E esse é o meu lugar... Jesus! Eu vejo a nuvem e entro nela (2x) Eu vejo a nuvem e corro pra ela Não tenho medo, não tenho medo Não tenho medo... Mostra-me Tua glória (4x) Quero ver... Tua glória! ",gospel
"  Meu catendê ... de lá de China Luante, meu catendê Meu catendê ... de lá de China Luante, meu catendê Varre a voz o vendaval Perdido no céu de espanto Meu barco fere a distância No disparo da inconstância Me encontrei sem me esperar Quanto mais o tempo avança Mais me perco neste mar E no rumo do segredo Caminhei todo o caminho Ei lá Maré brava maré mansa Ei lá Vou na trilha da esperança Ei lá Vou no passo da alvorada Ei lá Mar amor enamorada De segredo e de procura Fiz do medo o meu amigo E de força sempre pura O meu canto se encontrou E no fim da jornada Vi meu canto crescer Há tanto escuro na estrada  Esperando o sol nascer Vou cantar pela vida O meu canto de amor Há tanta dor escondida Tanto canto sem cantor  Ei lá Maré brava maré mansa Ei lá Vou na trilha da esperança Ei lá Vou no passo da alvorada Ei lá ",bossa_nova
  Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Você não sai da minha cabeça Você não sai da minha cabeça Você não sai da minha cabeça E antes que eu me esqueça De todo mundo e do mundo Mas a minha princesa Ela que é o meu mundo Se eu to sem ou com ela Só vivo pensando nela A minha Cinderela No jardim é a flor mais bela Se tem uma coisa certa É que o amor não erra Eu te amo e sempre vou te amar Essas são minha palavras sinceras Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Você não sai da minha cabeça Você não sai da minha cabeça Você não sai da minha cabeça Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Você não sai da minha cabeça Você não sai da minha cabeça Você não sai da minha cabeça E antes que eu me esqueça De todo mundo e do mundo Mas a minha princesa Ela que é o meu mundo Se eu to sem ou com ela Só vivo pensando nela A minha Cinderela no No jardim é a flor mais bela Se tem uma coisa certa É que o amor não erra Eu te amo e sempre vou te amar Essas são minha palavras Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Minha linda morena Você é minha perfeita Minha maior riqueza A beleza é de natureza Você não sai da minha cabeça Você não sai da minha cabeça Você não sai da minha cabeça Você não sai da minha cabeça Você não sai da minha cabeça Você não sai da minha cabeça ,funk
"  Poxa, como ela tava linda O tempo não passou mesmo pra ela Mudou, o corte do cabelo Mas as covinhas do sorriso continua o charme dela Só aquele cara estranho, no lugar que era meu Beijando a boca que era minha, foi aí que aconteceu Minha mão congelou, coração disparou Quando com um beijo de amigo me cumprimentou Foi de raspão, mas valeu Ôh, se valeu, sentir um beijo seu Foi de raspão, mas valeu Foi no canto da boca Voltei no tempo em que eu era seu Foi de raspão, mas valeu Ôh, se valeu, sentir um beijo seu Foi de raspão, mas valeu Foi no canto da boca Voltei no tempo em que eu era seu ",sertanejo
"  É de sonho e de pó O destino de um só Feito eu perdido em pensamentos Sobre o meu cavalo É de laço e de nó De gibeira o jiló Dessa vida cumprida a Sol Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida O meu pai foi peão Minha mãe solidão Meus irmãos perderam-se na vida À custa de aventuras Descasei, joguei, investi, desisti Se há sorte, não sei, nunca vi Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida Me disseram porém Se eu viesse aqui Pra pedir de romaria e prece Paz nos desaventos Como eu não sei rezar Só queria mostrar Meu olhar, meu olhar, meu olhar Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida Sou caipira, Pirapora Nossa Senhora de Aparecida Ilumina a mina escura e funda O trem da minha vida ",sertanejo
"  Diz-se que um cara só preza o que vai perder  E do que sobra faz verso pra poder comer Fetiches, graças, imagens, Você não sacou? Cosmos, Caracas, Bancok, mas Ioki eu não sou Já enchi a cara de cerveja mas você não pintou Mergulhei no sena, dei bandeira Mas você nem notou Já subi a Penha de joelhos Mas você não mudou Já enchi um saco de conselhos Mas você não sacou Sobre a terra devastada, um sol sem calor Luz no deserto que a boca de um santo calou Anjos que roubam galáxias ao seu criador Ana que toca guitarra no Circo Voador Já enchi a cara de cerveja mas você não pintou Mergulhei no sena, dei bandeira Mas você nem notou Já subi a Penha de joelhos Mas você não mudou Já enchi um saco de conselhos Mas você não sacou Olhos de vaca no cio, Você não sacou? Sobras de Sintra na tinta do retrovisor Sexo que acorda Lisboas e tudo que eu sou Highways deslocam e pulsam beleza e pavor Era uma zona de mistério entre o sublime e o terror Era o fantasma de Picasso no buraco do metrô Melting pot estou tão só sticky fingers Whisky a go-go Era casamento de Pessoa com a loucura de Rimbaud Já enchi a cara de cerveja mas você não pintou Mergulhei no sena, dei bandeira Mas você nem notou Já subi a Penha de joelhos Mas você não mudou Já enchi um saco de conselhos Mas você não sacou ",bossa_nova
