lyric,genre
"  quem me vê cantando pensa que todo tempo foi só alegria e que nesta vida nunca tive motivos pra chorar quem me vê cantando nunca imagina que passei noites escuras pensa que minha vida foi viver feliz e só cantar mas não foi bem assim o deserto atravessei os pés doendo com as furadas dos espinhos e quantas vezes eu gritei porque a dor não suportei deus, eu vou morrer neste caminho mas quando eu pensava que estava só o todo poderoso aparecia renovava as promessas me lembrava do que ele fez e palavras de conforto ele me dizia lembra da nuvem de dia, fui eu lembra da coluna de fogo, fui eu eu fiz pedra jorrar água pra você beber lembra do maná do céu, fui eu lembra do caminho do meio do mar canta, pois sou eu quem cuido de você ninguém vai te tocar ninguém vai te deter e se te acusar eu defendo você eu te abençoo aqui eu te abençoo lá onde pisar teu pé abençoado será eu dou, eu tomo, exalto, humilho abato e honro, eu dou e tiro tenho, faço, mando, posso, eu sou eu sou (eu sou) eu posso matar, eu faço viver eu posso exaltar, eu posso abater e se eu quero te abençoar quem vai contender? alguém não quer mais quem quer sou eu alguém não faz mais quem faz sou eu lutaram contra, fizeram de tudo mas eu sou na sua vida e eu vou te abençoar eu dou, eu tomo, exalto, humilho abato e honro, dou e tiro tenho, faço, mando, posso, eu sou eu sou (eu sou) eu posso matar, eu faço viver eu posso exaltar, eu posso abater e se eu quero te abençoar quem vai contender? e se eu quero te abençoar quem vai contender? ",gospel
"  assim disse o rei nabucodonosor a todos os prefeitos, os presidentes juízes, tesoureiros, conselheiros oficiais e todos os governadores das províncias servos, escravos, livres, pais, filhos raça, tribo, todos do pátio do palácio do rei nabucodonosor, para adorarem a estátua que ele levantou para sua própria glória e todo aquele que não se dobrar perante a estátua será lançado na fornalha de fogo ardente assim disse o rei, assim se fará e lá estavam os três cheios de unção e de convicção da cabeça aos pés um olhando para o outro, dizendo ""não vamos nos prostrar ainda que custe a nossa vida, vamos ser fiéis"" começam os preparativos para a banda tocar e a cada minuto que passa, deles aumenta a fé e quando a banda tocou todos se prostraram de uma só vez mas no meio da multidão, os três ficaram de pé rapidamente alguém já viu e ali ao rei fora informar o senhor não mandou se dobrar? mas tem gente aí no meio que não obedece mesmo sendo ameaçado de fornalha eles ficam lá com um brilho diferente até no olhar e de pé na multidão eles permanecem chama-os aqui pra gente conversar pois eu quero ver quem vai os livrar traga-os a minha presença e vou mostrar quem manda neste lugar e lá vem os três firmes, sem temer e não se importaram em viver ou morrer indignado, o rei nabucodonosor começou a dizer: é verdade, sadraque, mesaque e abdenego que vocês não prestam culto aos meus deuses? nem adoram a imagem de ouro que mandei erguer? pois agora, quando vocês ouvirem os instrumentos tocarem se vocês se dispuserem a prostrar-se em terra e adorar a imagem que eu fiz será melhor pra vocês mas se não adorarem, serão imediatamente atirados na fornalha em chamas e que deus vos poderá livrar das minhas mãos? não necessitamos responder-te, oh, rei o deus do céu é quem pode nos livrar e, senão, fica sabendo, oh, rei não serviremos aos teus deuses nem vamos nos prostrar e foram jogados na fornalha ardente mas aconteceu algo surpreendente é que o quarto homem lá chegou primeiro para os três jovens livrar e eles passeavam no meio do fogo e o rei assustado faz um decreto novo de hoje em diante só ao deus do céu iremos adorar é o mundo se curvando e a igreja de pé de pé, de pé, de pé a igreja não se dobra é o mundo se curvando e a igreja de pé de pé, de pé, de pé e a vitória é nossa é o mundo perseguindo e a igreja de pé é o mundo insistindo e a igreja de pé é o mundo oprimindo e a igreja de pé, de pé, de pé a igreja vai permanecer de pé é o mundo se curvando e a igreja de pé de pé, de pé, de pé a igreja não se dobra é o mundo se curvando e a igreja de pé de pé, de pé, de pé e a vitória é nossa é o mundo perseguindo e a igreja de pé é o mundo insistindo e a igreja de pé é o mundo oprimindo e a igreja de pé, de pé, de pé a igreja vai permanecer de pé ",gospel
  pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom ela é baladeira mostrou pra todo mundo encontrei no jet com os dog vagabundo quer ganhar ibope virando de costas mostra o seu valor desse jeito que nós gosta que ela é baladeira e mostrou pra todo mundo encontrei no jet com os dog vagabundo quer ganhar ibope virando de costas mostra o seu valor desse jeito que nós gosta pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom ela é baladeira mostrou pra todo mundo encontrei no jet com os dog vagabundo quer ganhar ibope virando de costas mostra o seu valor desse jeito que nós gosta que ela é baladeira e mostrou pra todo mundo encontrei no jet com os dog vagabundo quer ganhar ibope virando de costas mostra o seu valor desse jeito que nós gosta pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom pararara papa pararararara para pom pom pom pom ,funk
"  um dia uma criança me parou olhou-me nos meus olhos a sorrir caneta e papel na sua mão tarefa escolar para cumprir e perguntou no meio de um sorriso  o que é preciso para ser feliz? amar como jesus amou sonhar como jesus sonhou  pensar como jesus pensou viver como jesus viveu sentir o que jesus sentia  sorrir como jesus sorria e ao chegar ao fim do dia  eu sei que dormiria muito mais feliz ouvindo o que eu falei ela me olhou e disse que era lindo o que eu falei pediu que eu repetisse, por favor mas não dissesse tudo de uma vez e perguntou de novo num sorriso  o que é preciso para ser feliz? depois que eu terminei de repetir seus olhos não saíram do papel toquei no seu rostinho e a sorrir pedi que ao transmitir fosse fiel e ela deu-me um beijo demorado e ao meu lado foi dizendo assim amar como jesus amou. ",gospel
"  é não tô ligando, faz o que quiser se me encontrar finge que não me viu deixa o meu coração vazio pra outra mulher e a partir de agora eu vou voltar pros meus amigos, pra farra, pro bar o meu motivo pra mudar acabou de acabar fui pra balada e armei um piseiro beijei mais bocas que batom vermelho mas eu ainda me vejo com você eu passo o dia inteiro bebendo e quando eu acho que eu tô te esquecendo eu ainda me vejo com você ",sertanejo
"  sobre às margens de uma estrada uma simples pensão existia a comida era tipo caseira e frango caipira era o prato do dia proprietário, homem de respeito, ali trabalhava com sua família cozinheira era sua esposa e a garçonete era uma das filhas foi chegando naquela pensão, um viajante já fora de hora foi dizendo para a garçonete ""me traga um frango, vou jantar agora eu estou bastante atrasado, terminando eu já vou embora"" ela então respondeu num sorriso ""mamãe tá de pé, pode crer, não demora"" quando ela foi servir a mesa, delicada e com muito bom jeito me desculpe, mas trouxe uma franga, talvez não esteja cozida direito o viajante foi lhe respondendo ""pra mim franga crua talvez eu aceito sendo uma igual a você, seja à qualquer hora também não enjeito"" foi saindo de cabeça baixa, pra queixar ao seu pai a mocinha minha filha, mate outra franga, pode temperar, porém não cozinha vou levar esta franga na mesa, se bem que comigo a conversa é curtinha é a coisa que mais eu detesto, ver homem barbado fazendo gracinha foi chegando o velho e dizendo vim trazer o pedido que fez quando o cara tentou recusar já se viu na mira de um schimith inglês o negócio foi limpar o prato quando o proprietário lhe disse cortês nós estamos de portas abertas pra servir à moda que pede o freguês ",sertanejo
"  mãe, minha mãe eu dou graças a deus, por ter você por me compreender em todo o meu viver eu quero estar ao teu lado mãe, minha mãe quantas noites passou sem dormir isso foi por causa de mim seu filho amado tudo fez por mim não me abandonou se hoje sou feliz foi por amor um presente de deus foi ter você agradeço a deus por você me pertencer quero estar contigo em seu caminhar para sempre o deus vamos te adorar ",gospel
"  ô liberdade... liberdade pra todos irmão que ""tá"" encarcerados na cadeia a liberdade vai chegar, e o leozinho não para de cantar...  bateu a saudade dos irmãos no sofrimento ai como eu queria visitar você lá dentro mande uma visita, dá um alô, trocar uns papo e lembrar com'era bom os tempos do passado... pra que os irmãos sobreviva no sofrimento uma visita pra quem não sabe é demais lá dentro só quem tá lá dentro é que sabe como é! lá a gente vê as amizades, que é e quem não é! tá ligado amigo eu vou mandar um papo reto... é melhor ficar ligado e fechar com o certo se de um vacilo é cobrado em um segundo e se vacilar no bonde vai virar estrumo porque na cadeia o bagulho fica doido eu já vi manos morrerem e outros ""fica"" louco porque na cadeia o sofrimento é a vera bateu o castelo e eu me lembro da favela a saudade bate forte e no funk eu me expresso e os irmãos já dêram o papo pra eu ficar esperto e o meu funk eu canto, eu cato e deixo meu abraço pra todos irmão que vive lá encarcerado você tá ligado que meu som é sem caô fica na escuta que é leozinho fazendo o show e o meu funk amigo é paz amor e união então se liga solta o tamborzão com o violão! ",funk
"  deixa ela passar não olha nem mexe, não olha nem mexe rá ela é terrível! ela não anda, ela desfila ela é top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook ela não anda, ela desfila ela é top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook onde ela chega rouba a cena deixa os moleques babando. na boca do bingo arruma a buchicho e as invejosas xingando. baladeira de oficio não gosta de compromisso encanta com seu jeitinho ela não é de ninguém mais é chegada num lacinho. quando chega no baile ela é atração fica descontrolada solta o tamborzão. de vestdo coladinho ela desce até o chão. rá ela é terrível! ela não anda, ela desfila ela ela é top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook ela ela ela não anda, ela desfila ela ela é top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook ela, ela não anda, ela desfila ela elaé top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook onde ela chega rouba a cena deixa os moleques babando. na boca do bingo arruma buchinho e as invejosas xingando. baladeira de oficio não gosta de compromisso encanta com seu jeitinho ela não é de ninguém mais é chegada num lacinho. quando chega no baile ela é atração fica descontrolada solta o tamborzão. de vestdo coladinho ela desce até o chão. rá ela é terrível! ela ela ela não anda, ela desfila ela ela é top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook. ela ela ela não anda, ela desfila ela ela é top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook. ela ela não anda, ela desfila ela ela é top, capa de revista é a mais mais, ela arrasa no look tira foto no espelho pra postar no facebook. rá ela é terrível! ",funk
"  uarrw! quem foi a eva? quem, quem a foi a eva? foi a mulher que encantou o adão, foi ela e a serpente, o que fez com a eva? a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra quem foi a eva? quem, quem a foi a eva? foi a mulher que encantou o adão, foi ela e a serpente, o que fez com a eva? a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra, terra, terra, terra uarrw! e viva adão e eva! adão e eva! os primeiros habitantes da nossa terra quem foi? quem foi? quem, quem foi? quem foi? adão e eva, eva e adão adão e eva, eva e adão adão e eva, eva e adão adão e eva, eva e adão quem foi a eva? quem, quem a foi a eva? foi a mulher que encantou o adão, foi ela e a serpente, o que fez com a eva? a enganou e a empesteou a toda terra quem foi a eva? quem, quem a foi a eva? foi a mulher que encantou o adão, foi ela e a serpente, o que fez com a eva? a enganou e a empesteou a toda terra, terra, terra no paraíso da terra, muito lindo e muito belo segundo a bíblia, foram os primeiros habitantes da nossa terra e aí irmãos, com todo o erro da inocente eva que foi enganada pela serpente perversa eva ofereceu a maçã ao adão sem saber que era para o mal dele e dela ele caiu na tentação e mordeu a maçã oferecida por eva e esqueceram tudo de bom que deus os dizia e se sentiram envergonhados e hoje em dia, nascemos todos nós do fruto do pecado e se a vida é bela, que viva adão e eva! os primeiros habitantes da nossa terra quem foi a eva? quem, quem a foi a eva? foi a mulher que encantou o adão, foi ela e a serpente, o que fez com a eva? a enganou e a empesteou a toda terra quem foi a eva? quem, quem a foi a eva? foi a mulher que encantou o adão, foi ela e a serpente e o que fez com a eva? a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra a enganou e a empesteou a toda terra, terra, terra, terra e quem não tiver erro que atire a primeira pedra e se la vida é bela, que viva adão e eva os primeiros habitantes da nossa terra! uarrw! ",funk
"  viu quanto bem perdido? viu quanto amor eu tinha? ai, minha vida se foi sem sentir a ternura do olhar que eu procurava só, anos de tristeza só, no meu todo triste não houve amor triste assim que é consolo pra mim saber que amei como ninguém amou só, anos de tristeza só, no meu todo triste não houve amor triste assim que é consolo pra mim saber que amei como ninguém amou como ninguém amou ",bossa_nova
"  em cada reencontro uma história pra guardar um susto no peito novidades pra contar com você me sinto livre, leve e preso o nosso amor não segue padrão nossa vida não tem roteiro é mais fácil nevar no verão do que te arrancar do meu peito não tem jeito, não vou não foi bom te ver aqui a gente se vê por aí não pense que eu vou sumir aí que você se engana não existe despedida pra quem ama ",sertanejo
"  cada dia é um baile, cada baile é um kit novo cada kit uma lupa e cada lupa um cordão de ouro elas pira na fragrância e reconhece sente o cheiro do dinheiro sabe que é ferrari black maliciosa e muito bem intencionada, salto alto e vestidinho eita mina mal criada tá solteira então vem com nois e se diverti... bebe mesmo perde a linha que hoje a noite promete tá bombando tá bombando vida louca aos robin hood tá bombando tá bombando black label e absolut tá bombando tá bombando curtição a toda hora não é atoa que elas fala: os cara é foda tá bombando tá bombando ela é estilo alerquina tá bombando tá bombando sedutora essa bandida tá bombando tá bombando curtição a toda hora não é atoa que eles fala: as mina é foda cada dia é um baile, cada baile é um kit novo cada kit uma lupa e cada lupa um cordão de ouro elas pira na fragrância e reconhece sente o cheiro do dinheiro sabe que é ferrari black maliciosa e muito bem intencionada, salto alto e vestidinho eita mina mal criada tá solteira então vem com nois e se diverti... bebe memu perde a linha que hora a noite promete tá bombando tá bombando vida louca aos robin hood tá bombando tá bombando black label e absolut tá bombando tá bombando curtição a toda hora não é atoa que elas fala os cara é foda tá bombando tá bombando ela é estilo arlequina tá bombando tá bombando sedutora essa bandida tá bombando tá bombando curtição a toda hora não é atoa que eles fala as mina é foda ",funk
"  nem sempre se sabe detalhes de um milagre mas eu vou contar a história de um menino que um dia levantou bem cedo e sua mãe lhe perguntou com medo aonde é que você vai? e o menino, então, respondeu: o mestre está a me chamar uma multidão vou ajudar alimentar. sua mãe lhe disse: isso é impossível, o que tem ai neste cestinho? e com muita fé o menino disse: cinco pães e dois peixinhos. quem poderia imaginar que um menino ia ajudar alimentar a multidão e é assim que deus faz usa quem ele quer menino, homem ou mulher. eu posso imaginar os olhos do menino a brilhar muita alegria em poder ajudar então jesus levantou seus olhos e viu que era preciso manifestar o seu poder e alimentou todos que tinham fome e grande foi o milagre e todos puderam crer.. que com jesus o pouco é muito. assim também creu aquele menino que com muita fé trouxe em seu cestinho cinco pães e dois peixinhos. quem poderia... ",gospel
"  hoje foi tudo bem, só um pouco cansativo dia duro no trabalho que acabou comigo tô aqui com os pés pra cima pronto pra dormir a saudade de você é visita frequente que nem a sua tia chata que irritava a gente ah, saudade da gente tirando isso, do resto até que eu estou dando conta a julinha tá banguela e o pedro só apronta o que faltava do carro eu já quitei a conta falando nisso, terminei o livro que você pediu pra eu ler e só na página 70 entendi você naquela parte onde diz que o amor é fogo que arde sem se ver como é que tá ai? de você faz tempo que não ouço nada fala um pouco sua voz tá tão calada sei que agora deve estar impressionado anjos com sua risada mas de você faz tempo que não ouço nada fala um pouco sua voz tá tão calada ai de cima fala alto que eu preciso ouvir, como é que tá ai? tirando isso do resto até que eu estou dando conta a julinha tá banguela e o pedro só apronta o que faltava do carro eu já quitei a conta falando nisso, terminei o livro que você pediu pra eu ler e só na página 70 eu entendi você naquela parte onde diz que o amor é fogo que arde sem se ver como é que tá ai? de você faz tempo que não ouço nada fala um pouco sua voz tá tão calada sei que agora deve estar impressionado os anjos com sua risada mas de você faz tempo que não ouço nada fala um pouco sua voz tá tão calada ai de cima fala alto que eu preciso ouvir. como é que tá ai? sei que agora deve estar impressionado os anjos com sua risada fala alto que eu preciso ouvir como é que tá ai? ",sertanejo
"  toma-me, rendido estou aos pés da cruz me encontrei o que tenho te entrego, oh deus vem limpar as minhas mãos purificar meu coração que eu ande em tudo que tu tens pra mim oh, oh, oh, oh eis me aqui, rendido estou oh, oh, oh, oh eu sou teu e tu és meu, jesus meus momentos e os dias meus meu respirar e meu viver que sejam todos, pra ti oh deus oh, oh, oh, oh eis me aqui, rendido estou oh, oh, oh, oh eu sou teu e tu és meu, jesus minha vida dou a ti, senhor rendido a ti, estou e pra sempre cantarei faz em mim o teu querer oh, oh, oh, oh eis me aqui, rendido estou oh, oh, oh, oh eu sou teu e tu és meu, jesus minha vida dou a ti, senhor rendido a ti, estou e pra sempre cantarei faz em mim o teu querer ",gospel
  não há outro lugar onde eu queira estar não há outro lugar do que em teu amor em teu amor acende um fogo em meu coração que eu não resistirei e nem controlarei eu quero mais de ti deus eu quero mais de ti deus ,gospel
"  eu não sei dizer como entrou na minha vida mais foi muito além das expectativas mudou minha rotina e até o meu sorriso e o que era só meu com você eu divido pra mim não é tão normal mas eu tô gostando ou será amando e a minha vida de ponta cabeça você tá virando virou meu grude, agora a gente não descola virou a noite, o dia é 24 horas virou meu amanhã que eu faço planos hoje virou até a hashtag do meu post meu crush ",sertanejo
"  e agora? não adianta me ligar e não chora sai perreco, vai pra lá que demora pra perceber que esse mundo ia girar pra perceber que esse mundo ia girar e agora? não adianta me ligar e não chora sai perreco, vai pra lá que demora pra perceber que esse mundo ia girar pra perceber que esse mundo ia girar tô bonito, tô né? quem mandou tu terminar? tô bonito, tô né? quem mandou tu terminar? tô bonito, tô né? quem mandou tu terminar? tô bonito, tô né? quem mandou tu terminar? tô bonito, tô né? quem mandou tu terminar? tô bonito, tô né? quem mandou tu terminar? ",funk
"  the jazz 'n'samba, the jazz 'n'samba  hear it all around  the jazz'n'samba the jazz'n'samba, sound  the jazz 'n'samba, the jazz 'n'samba  swingin'soft and low  the jazz 'n'samba, the jazz 'n'samba, go!  jet from rio, nonstop usa  this new sound came one day and it's clear  that it's here to stay  it's jazz'n'samba  it's so refreshing  like a new perfume  it's jazz'n'samba  it's jazz'n'samba  ummm! ",bossa_nova
"  reunidos aqui, num cenáculo de amor pedimos forças pelas mãos de maria ela conhece bem todos seus queridos filhos e não deixará faltar para nós seu auxílio vinde, espírito santo! vinde por meio da poderosa intercessão do imaculado coração de maria, vossa amadíssima esposa vinde, espírito santo! vinde por meio da poderosa intercessão do imaculado coração de maria, vossa amadíssima esposa(bis) vossa amadíssima esposa! ",gospel
"  sei que em minha casa estás sempre cuida do meu lar o senhor é o meu pastor e nada vai faltar pois sei que tu és fiel, tu és fiel a mim sei que os meus filhos crescerão e terão as bençãos de tuas mãos minha descendência vai a ti obedecer e frutificarão pela fé eu posso ver deus da família, abençoe o meu lar deus da família, vem minha casa edificar faça morada eterna em nossos corações deus da família és o deus do nosso lar sei que em minha casa estás sempre cuida do meu lar o senhor é o meu pastor e nada faltará pois sei que tu és fiel, tu és fiel a mim sei que os meus filhos crescerão e terão as bençãos de tuas mãos minha descendência vai a ti obedecer e frutificarão pela fé eu posso ver deus da família, abençoe o meu lar deus da família, vem minha casa edificar faça morada eterna em nossos corações deus da família és o deus do nosso lar deus da família, abençoa o meu lar deus da família, vem minha casa edificar faça morada eterna em nossos corações deus da família és o deus do nosso lar deus da família és o deus do nosso lar ",gospel
"  tô virado já tem uns três dias tô bebendo o que eu jamais bebi vou falar o que eu nunca falei é a primeira e a última vez eu sosseguei ontem foi a despedida da balada dessa vida de solteiro eu sosseguei mudei a rota e meus planos o que eu tava procurando eu achei, em você se quer cinema eu sou o par perfeito quer curtir balada já tem seu parceiro ou ficar em casa amando o dia inteiro e dividir comigo o seu brigadeiro e nessa vida agora somos dois, três, quatro quantos você quiser a partir de hoje, eu sou um homem de uma só mulher ",sertanejo
"  o mar vai se abrir pelo nome, a igreja atravessar pelo nome, de pés enxutos vão estar pelo nome, pelo nome de jesus. as muralhas vão cair pelo nome, o inferno estremecer pelo nome , todo mal vai sucumbir pelo nome, pelo nome de jesus, pelo nome de jesus. canta igreja, uma nova canção(pelo nome) e recebe do espirito uma nova unção(pelo nome) (2x) os milagres vão surgir pelo nome, o cego enxergar pelo nome, o paralítico vai andar pelo nome, pelo nome de jesus. o leproso vai sarar pelo nome, todo sangue estancar pelo nome, toda igreja vai louvar pelo nome, pelo nome de jesus, pelo nome de jesus. canta igreja, uma nova canção(pelo nome) e recebe do espirito uma nova unção(pelo nome) pelo nome de jesus, que todos joelhos se dobrem no céu, na terra e nos infernos canta igreja, uma nova canção(pelo nome) e recebe do espirito uma nova unção(pelo nome) (4x) ",gospel
